Title,Review
개처럼 복종하라(15세 개정판),진짜 재미있게 읽고있어요   
개처럼 복종하라(15세 개정판),이런 스타일 좋아 개처럼 복종하라는 제목부터 강렬하잖아 진짜 처음부터 잘하지 꼭 헤어지고 나서 깨달잖아 이 소설 좀 진부하긴 하지만 재미는 있음
개처럼 복종하라(15세 개정판),재미나게 잘봤어요  
개처럼 복종하라(15세 개정판),재미있게 읽고 있어요  
당신을 망치고 싶어(15세 개정판),외전 너무 재미있어요  화이팅
당신을 망치고 싶어(15세 개정판),전개가 흥미롭고 섹텐과 긴장감도 적당해서 재밌어요
당신을 망치고 싶어(15세 개정판),긴장감이 좋은 작품이네요
당신을 망치고 싶어(15세 개정판),설정이 흥미롭고 전개가 빨라서 호로록 읽었어요 다음화도 기대되요
당신을 망치고 싶어(15세 개정판),설정이 작위적이지만 흥미진진해서 가볍게 읽기 좋은거 같아요
당신을 망치고 싶어(15세 개정판),설정이 재밌고 시작은 복수였지만 둘의 관계변화가 어떻게 될지 기대되요
당신을 망치고 싶어(15세 개정판),의도적인 접근이었지만 서로 빠자게돠고 감정변화 좋습니다
당신을 망치고 싶어(15세 개정판),바람직한복수방법은아니지만 변해가는남주의감정이 흥미롭네요 
당신을 망치고 싶어(15세 개정판),글의 분위기와 전개가 흥미로워요
당신을 망치고 싶어(15세 개정판),다음편  다음편  
당신을 망치고 싶어(15세 개정판),이루어지기 어려운 관계속에서 여주가 남주한테 점점 스며드는 감정선들이 너무 잘보여서 좋았어요  완전 불붙은듯읽어버림 하 너무재밌네
당신을 망치고 싶어(15세 개정판),제가 평소에 좋아하는 키워드라 더 재밌게 느껴졌던것 같아요 
당신을 망치고 싶어(15세 개정판),전개가 흥미롭고 문체가 마음에 들어요 
당신을 망치고 싶어(15세 개정판),스토리가 탄탄해서 너무 재밌어요  
당신을 망치고 싶어(15세 개정판),표지 이미지랑 글의 분위기가 너무 잘 어울려요  
당신을 망치고 싶어(15세 개정판),익숙한 설정임에도 또 계속 읽게 만드는 힘이있네요 
당신을 망치고 싶어(15세 개정판),유혹녀 복수 신파 좋아요  푹빠진 지혁이 기대됩니다  술술 잘 읽혀요  좋아하는 작가님인데 이번 작품도 재밌을듯  연재라 
당신을 망치고 싶어(15세 개정판),절륜남은 역시 킹정이죠
당신을 망치고 싶어(15세 개정판),재밌을거 같아요 기대되네요
당신을 망치고 싶어(15세 개정판),절륜에 집착남  지혁이 은영에게 어떻게 빠지는지 기대됩니다  
당신을 망치고 싶어(15세 개정판),흥미롭고 재미있어요
당신을 망치고 싶어(15세 개정판),남주랑 여주 캐릭터가 좋네요 재미있어요
당신을 망치고 싶어(15세 개정판),언제봐도 재밌는 복수 스토리
당신을 망치고 싶어(15세 개정판),복수 애증물 좋아요 재밌게 잘 보겠습니다
당신을 망치고 싶어(15세 개정판),아는 맛이라 재밌네요 술술 읽혀요
당신을 망치고 싶어(15세 개정판),주인공들 캐릭 좋고 재밌어요
당신을 망치고 싶어(15세 개정판),약간 진부한 면도 있는데 재밌네요
당신을 망치고 싶어(15세 개정판),제 입장에서는 좀 루즈한 면도 없지 않게 있었지만 그래도 재미있는 작품이었죠
수사의 연장선(15세 개정판),평소엔 유순하지만  팀장의 막말과 폭력으로 아빠가 모욕 당하자 눈이 확 돌아 상관에게 뺨 맞으면서도 들이박는 여주가 당당하면서도 가여워서 눈물이 핑 돌았어요  게다가 마침 남주가 나타나서  팀장 때려눕힐 땐 얼마나 속이 시원하던지     사이다    개 먹는 기분이였어요 여주도 점차 성장하고 남주 역시 든든한 뒷받침이 되어주는데 사건이 점점 남주의 사촌형과 아버지랑 연결이 되니 흥미진진해져서 연재 따라가요
수사의 연장선(15세 개정판),캐릭터가 매력있어서 재밌어요
수사의 연장선(15세 개정판),까칠하면서 은근 다정하고 좋네요
수사의 연장선(15세 개정판),글도 술술 잘 읽히고 주인공들 케미가 좋은 것 같아서 마음에 드네요  완결까지 기대할게요 
수사의 연장선(15세 개정판),톡톡 튐   재밌아요  
수사의 연장선(15세 개정판),꽂히면 직진인 공과 만사 좋은게 좋은 수라니     환장 케미예요        
수사의 연장선(15세 개정판),전개가 흥미진진하고 캐릭터들이 매력있어요
수사의 연장선(15세 개정판),남주여주의 케미가 좋고 재밌어요
수사의 연장선(15세 개정판),설정이 흥미롭고 무난하게 읽기 좋아요
수사의 연장선(15세 개정판),스토리가 흥미진진하고 가독성도 좋아요
수사의 연장선(15세 개정판),캐릭터설정이 매력있고 전개도 재밌어요
수사의 연장선(15세 개정판),차서완 말 겁나 재무없게 하는데 티키타카는 또 재밌고    왜 매력적이지  
수사의 연장선(15세 개정판),서완 지원  자꾸싸우다 정들어요  둘의캐미에입가에웃음이  갈수록흥미롭습니다
수사의 연장선(15세 개정판),관계 변화가 기대되는 전개예요  
수사의 연장선(15세 개정판),차서완 뭘까       재수없는데 자꾸 손이가네     매력이쒀      짜증나   감겨버림 
수사의 연장선(15세 개정판),재밌을거 같아요 기대됩니다
수사의 연장선(15세 개정판),재미있어요 수사물 좋아하는데 캐릭터들도 좋아요
수사의 연장선(15세 개정판),응원합니다 잘볼게요
수사의 연장선(15세 개정판),저주행입니다  너무 좋아하는 작가님입니다
수사의 연장선(15세 개정판),글 몰입도가 장난 아니예요 넘 재밌어요 이런 티카티카두 좋구요 서완이랑 지원이 티카티카하면서 쌓아갈 사랑  기대됩니다     
수사의 연장선(15세 개정판),                                                                                                                                       
수사의 연장선(15세 개정판),작가님 신작 기다렸어요
수사의 연장선(15세 개정판),재미있게 보고있어요
수사의 연장선(15세 개정판),재밌는 것 같습니다
수사의 연장선(15세 개정판),키워드 취저라 시작해 봅니다 재밌게 잘 보겠습니다
나쁜 소유욕 (15세 개정판),생각보다 야하고 이야기가 막장인데 끌립니다
나쁜 소유욕 (15세 개정판),개정판도 생각보다 수위가 있네요 그래도 성인판보다 이야기에 집중할 수 있어서 좋았어요
나쁜 소유욕 (15세 개정판),와 맛도리라 순식간에 읽었습니다   
나쁜 소유욕 (15세 개정판),좋아하는 키워드라서 보기 시작했는데 술술 잘 읽히는 편이라 무난하게 보기 괜찮았어요  완결까지 잘 봤습니다 
나쁜 소유욕 (15세 개정판),남주 열받는데 표지보니까 좀 화가 풀리네여  
나쁜 소유욕 (15세 개정판),후회남 언제 후회할지 기다리며 읽습니다 
나쁜 소유욕 (15세 개정판),술술 잘 읽히고 재미있어요
나쁜 소유욕 (15세 개정판),어우 둘 다 답답한데 근데도 계속 읽고있어요    
나쁜 소유욕 (15세 개정판),어떻게 후회할지 기대돼요
나쁜 소유욕 (15세 개정판),스토리가 재밌고 남주가캐릭터가 매력있어서 좋았어요
나쁜 소유욕 (15세 개정판),전개가 자극적인데 술술 읽히고 남주 욕하면서도 계속 보게 되요
나쁜 소유욕 (15세 개정판),스토리가 재밌고 남주가 못된 짓을 많이 하지만 구를꺼 생각하니 기대되요
나쁜 소유욕 (15세 개정판),설정이 재밌고 전개가 흥미진해서 잘읽혀요
나쁜 소유욕 (15세 개정판),초반부 나쁜짓보는데 어후         이이지게 후회하고 굴렀으면좋겠다  나쁜넘이여아주그냥
나쁜 소유욕 (15세 개정판),술술 잘 읽혀서 좋네요
나쁜 소유욕 (15세 개정판),흥미롭고 기대돼용  
나쁜 소유욕 (15세 개정판),재밌을거 같아요 기대되네요
나쁜 소유욕 (15세 개정판),으아 남주 업보가 막 막   
나쁜 소유욕 (15세 개정판),업보 쌓는거 존잼이네요   
나쁜 소유욕 (15세 개정판),후회남 업보쌓고있네요    나중에 죽도록 구르길    맛도리
나쁜 소유욕 (15세 개정판),어서 데굴데굴 구르기만을 기다립니다 재밌어요
나쁜 소유욕 (15세 개정판),후회 시작만을 기다리고 있어요
나쁜 소유욕 (15세 개정판),남주가 후회하기만을 기다리고 있어요 재미있네요
나쁜 소유욕 (15세 개정판),후회남 구르는거 좋아요  정주행중 
나쁜 소유욕 (15세 개정판),잘읽어보겠습니다    
나쁜 소유욕 (15세 개정판),남주 얼마나 후회하려고 이렇게 업보를 쌓는건지 개꿀잼
나쁜 소유욕 (15세 개정판),완결까지 다 풀렸네요 천천히 달려봅니다
싸움개의 구애법(15세 개정판),너무 재미있게 잘 읽었습니다
싸움개의 구애법(15세 개정판),하루하루 정해진 틀 안에서 의미없이 보낸 시간들의 소중함을 깨달은 여주와 지난 고생과 힘듦이 잊힐 만큼 여주와 함께 하는 시간이 행복하다는 남주의 말에 읽으면서 마음이 따뜻해지는 기분이였어요 지금 순간이 그저 해피엔딩이 아닌 또 다른 행복의 시작이길 바란다는 대사가 참 좋았네요 외전 기대할게요
싸움개의 구애법(15세 개정판),스토리가 흥미롭고 남주 매력적이네요
싸움개의 구애법(15세 개정판),캐릭터가 매력적이예요
싸움개의 구애법(15세 개정판),완결작이라 야금야금 아껴보고 있어요
싸움개의 구애법(15세 개정판),전개가 무난하고 캐릭터설정도 재미있어요
싸움개의 구애법(15세 개정판),캐릭터설정이 흥미롭고 재미있어요
싸움개의 구애법(15세 개정판),스토리가 흥미진진하고 캐릭터들의 티키타카가 재밌어요
싸움개의 구애법(15세 개정판),키워드가 취향이라 시작했는데 글전개가 짜임있고 재미있어요
싸움개의 구애법(15세 개정판),설정이 신선하고 재미있어요
싸움개의 구애법(15세 개정판),세경이는 제가 본 여주 중에 손에 꼽을 정도로 똑똑하고 매력적인 여주네요  그냥 난 너무 예쁘고 똑똑해 스타일이 아니라 치열하게 살면서도 당당한 모습이 너무 예뻐요
싸움개의 구애법(15세 개정판),여주인공이 도도하고 고양이같아서 좋습니다  양아치삘 나는 남주랑 잘 어울리네요 케미 좋아요
싸움개의 구애법(15세 개정판),표지만보고 조폭느와르물인줄 알았어요    세상 직진순정남이였다니  이런 철벽같은 여주 파고들어서 흔들리지않고 직진하는 남주는 진짜 언제봐도 좋다아     여주랑 찰떡으로 잘만났어요   넘 잘어울려버림
싸움개의 구애법(15세 개정판),빠르게 잘읽히네요  여주가 맘에들아요
싸움개의 구애법(15세 개정판),전개가 답답하지않아 좋아요
싸움개의 구애법(15세 개정판),짝사랑에서 벗어나 집착하는 거침없는 무결 매력에 빠지네요   해바라기처럼 세경이만 바라보는 무결이의 순순한 마음 알아주면 좋겠네요  
싸움개의 구애법(15세 개정판),작가님 작품 기다렸어요  
싸움개의 구애법(15세 개정판),건필하세요 잘볼게요
싸움개의 구애법(15세 개정판),님 전작 짐승도 귀엽게 봤는데 이것도 재미나네요
싸움개의 구애법(15세 개정판),키워드 취저라 시작해봅니다 재밌게 잘 보겠습니다
이따위 다정함 (15세 개정판),아직 읽어야 할 회차가 많지만 읽기 아까워지네요 둘의 사랑이 아프지 않았으면   
이따위 다정함 (15세 개정판),외전빨리보고싶어요  
이따위 다정함 (15세 개정판),자꾸 미소가지어지는 글이었습니다
이따위 다정함 (15세 개정판),아는맛의 키워드지만 여주의 감정이 세세하니 좋네요
이따위 다정함 (15세 개정판),애절하니 안타깝고 마음을 울리네요
이따위 다정함 (15세 개정판),키워드가 마음에 들어서 보기 시작했는데 글이 잘 읽혀서 좋았어요  잘 봤습니다 
이따위 다정함 (15세 개정판),설정이 신선하고 남주매력에 재밌게 읽었어요
이따위 다정함 (15세 개정판),제목 보고 망설였는데 보고 나니 공감가는 제목이예요 완결이 너무 좋네요
이따위 다정함 (15세 개정판),작가님 작품 항상 재미있게 읽고 있어요
이따위 다정함 (15세 개정판),이따위 다정함이라는 제목이 주는 감정이 딱 어울려요
이따위 다정함 (15세 개정판),이런 만남도  이런 사람도 있을 수 있겠구나 하며 무리없이 이입하며 주행 중 완독 후 감상 후반부가 너무 상투적으로 끝나 아싑   묵묵히  말없이 우동을 먹는 두 사람의 이미지   로 남을 것 같은 작품 
이따위 다정함 (15세 개정판),작가님 글 좋아서 이벤트 구매했어요  간만에 술술 다 읽었네요      두 주인공이 감정선이 예뻐요 
이따위 다정함 (15세 개정판),읽고 나니 제목의 의미가 조금은 더 다가왔던 것 같습니다  안타까우면서도 사랑스러운 남주와 여주가 나오고 미워할 수 없는 캐릭터들이 나오는 소설이라 불편함 없이 읽었습니다 
이따위 다정함 (15세 개정판),무난하게재밌네요    쫌답딥하지만  그래도잘읽혀요
이따위 다정함 (15세 개정판),글이 쉽게 잘익혀서 좋아요
이따위 다정함 (15세 개정판),후회남주 좋아하는 키워드라 재미있어요
이따위 다정함 (15세 개정판),남주가 매력적인 소설이예요
이따위 다정함 (15세 개정판),전개가 답답하지 않아서 재미있게 잘 읽었습니다
이따위 다정함 (15세 개정판),소재는 많이 봤던 흔한 설정들인데 그걸 잘 풀어나가는 작가님만의 필력이 돋보여서 지루할틈없이 재밌게읽었어요 
이따위 다정함 (15세 개정판),가볍게 술술 잘 읽혀용
이따위 다정함 (15세 개정판),흥미롭고 좋은거같타영
이따위 다정함 (15세 개정판),재밌을거 같아요 기대해 볼께요
이따위 다정함 (15세 개정판),키워드가 취향이라 재밌게 잘 봤습니다  
이따위 다정함 (15세 개정판),여주가 매력있어요  재밌게 잘봤습니다
이따위 다정함 (15세 개정판),키워드가 취향이라 달려봐요
이따위 다정함 (15세 개정판),남주가 넘 매력적이에여
이따위 다정함 (15세 개정판),시작이 좋아요 재밌어보여요
이따위 다정함 (15세 개정판),키워드가 취향이라 보고 있어요 재미있네요
이따위 다정함 (15세 개정판),형제가 한 여자를 좋아하는걸까요 설정이 재밌네용  
이따위 다정함 (15세 개정판),설정이 재밌고 스토리가 신선해서 재밌어요
이따위 다정함 (15세 개정판),설정이 재밌고 여주가 씩씩하고 매력있어서 좋아요
이따위 다정함 (15세 개정판),키워드 취저라 시작해봅니다 재밌게 잘 보겠습니다
이따위 다정함 (15세 개정판),쌍방구원물 넘 좋아요 재밌게 잘 보겠습니다
적설(赤雪) (15세 개정판),즐겁게 보고 있습니다    캐릭터들이 매력적이예요  둘이 어서 행복해지면 좋겠어요   스토리도 흥미진진합니다 
적설(赤雪) (15세 개정판),강아 너응원한다 싸가지없지만 내여자에게만은따수운사람 중전 꼭 이겨먹어라
적설(赤雪) (15세 개정판),캐릭터도 괜찮고 재밌어요
적설(赤雪) (15세 개정판),집착녀 캐릭터와 애증의 관계라는 설정이 좋아요
적설(赤雪) (15세 개정판),                                                                                                                                                                                           
적설(赤雪) (15세 개정판),사랑한다면서 자기 감정만 생각하는 여주가 슬슬 짜증스럽다  여기까지 읽었는데도 남주가 능력이 있는지 의심스럽다 
적설(赤雪) (15세 개정판),와 진짜 너무 재미있네요 근데 왜 다음화가 없는가    
적설(赤雪) (15세 개정판),캐릭터 빌딩이 탄탄해서 좋아요
적설(赤雪) (15세 개정판),왕세자임에도 궁이 아닌 전쟁터에서 살아가야했고 어쩌다 궁에 돌아오면 다시 내쫓기듯 적진으로 가야했던 남주도  혼혈인이라 여기저기서 핍박받고 짐승만도 못한 취급을 받으며 살아가야했던 여주도 너무 안타까워서 읽으면서 눈물이 핑 돌았어요 어려선 힘이 없어 중전의 계략에 당하던 남주가 이제는 중전의 아들을 인질로 점점 압박할 때 속이 시원했어요 적만 가득한 궁에서 남주와여주가 서로 구원이 되어주는데 도대체 왕은 무슨 생각인지 점점 흥미진진해지네요 연재 따라가요
적설(赤雪) (15세 개정판),여주 멸시당하는게 안쓰럽네요
적설(赤雪) (15세 개정판),설정이 무난하고 가볍게 읽기 좋네요
적설(赤雪) (15세 개정판),스토리가 흥미진진하고 캐릭터조합이 재밌어요
적설(赤雪) (15세 개정판),작품 분위기 마음에 들어요 
적설(赤雪) (15세 개정판),궁중암투물 좋아해서 전개가 기대되요
적설(赤雪) (15세 개정판),동양풍 판타지같고 재밌어요
적설(赤雪) (15세 개정판),캐릭터설정이 독특하고 재밌어요
적설(赤雪) (15세 개정판),와 여주 집착 장난아니에요 소내는 참지않긔        
적설(赤雪) (15세 개정판),소내   그녀의삶이 어떻게 변화해갈지 흥미로운여주매력소설입니다 
적설(赤雪) (15세 개정판),사연 많은 두 주인공들이 앞으로 엮어갈 스토리가 기대됩니다  잘 읽을게요   
적설(赤雪) (15세 개정판),주인공들을 입체적으로 잘 그려내신듯합니다  자칫 지루할수있는 스토리라인인데 캐릭터들 개성이 뚜렷하고 티키타카 대사 퀄리티도 좋아서 오히려 몰입이 잘됐어요  작가님 필력이 다 하신듯  
적설(赤雪) (15세 개정판),동양배경인데다가 관계성 마저     최고
적설(赤雪) (15세 개정판),소내야 소내야 너를 어찌하면 좋으니   오랑캐를 죽이고 이강이와 해국에 돌아왔지만 어미도 동무도 만나기 어려우니  혼혈  잡종 소리 들어가며 이강 옆에 있길 바랬건만    죽음의 위기에서 눈이 마주친 이강과 소내는 그 짧은 눈맞춤이 인연이 되어 버렸네  서로 죽을 위기에서 기지를 발휘하여 살아났으니 제  의 새 삶인데 어째 그 길이 순탄치는 않네  흰 눈이 싫은 소내가 계속 자해를 하여 적설을 만들었네  소내야 소내야 아프지 말거라 그리고 부디 평안하고 행복한 사랑을 만나거라 
적설(赤雪) (15세 개정판),글의 분위기가 너무 매력있어요
적설(赤雪) (15세 개정판),각자 자신의 세계에서 가장 밑바닥을 살던 두사람의 어쩌면 너무 처절한 러브 스토리네요  
적설(赤雪) (15세 개정판),키워드 취저라 시작해 봅니다 재밌게 잘 보겠습니다
적설(赤雪) (15세 개정판),궁중로맨스 좋아요 
적설(赤雪) (15세 개정판),재밌을거 같아요 기대해 볼께요
적설(赤雪) (15세 개정판),재미있게 보고 있어요
적설(赤雪) (15세 개정판),표지 넘 예쁘네요 재미있게 볼께요
안전 이혼(15세 개정판),외전도 너무 재미있게 봤어요   
안전 이혼(15세 개정판),둘의 애틋한 감정서사가 좋네요
안전 이혼(15세 개정판),인연이 이어질 것 같아 다음화가 궁금해져요 연재 따라가요
안전 이혼(15세 개정판),글이 세련됐다는 느낌이에요
안전 이혼(15세 개정판),가독성이 좋아 재밌어요
안전 이혼(15세 개정판),생각보다 무겁지 않아 좋으네요  계약관계에서 찐사랑으로 가는 클리셰인데 지한이 캐릭터가 매력있어 재밌어요 
안전 이혼(15세 개정판),설정이 신선하고 가독성이 좋아서 술술 읽혀요
안전 이혼(15세 개정판),키워드가 취향이라 재미있게 읽었어요
안전 이혼(15세 개정판),클리셰지만 아는맛이라 재미있어요
안전 이혼(15세 개정판),전개가 무난하고 캐릭터들이 매력있어요
안전 이혼(15세 개정판),캐릭터설정이 매력있고 전개도 재밌어요
안전 이혼(15세 개정판),클리셰지만 그럼에도 재밌어요
안전 이혼(15세 개정판),냉정한 남자같더니 착한 아영에게 흔들리나봐요  매순간이 연극이 아닌 진심이 깃든 아영에게 마음을 뺏긴 지한이의 사랑이야기 완결까지 달려볼게요 
안전 이혼(15세 개정판),계약관계는 클리셰소재라 늘 재밌어요  근데 이제 새로운 캐릭터들이랑 스토리가 더 플러스 된   점점 사랑에 빠져서 변해가는 남주 모습 너모 기대됩니당  
안전 이혼(15세 개정판),재밌는 것 같아요 
안전 이혼(15세 개정판),남주가 미디어쪽 회사니까 여주가 날개펴고 날아가는 데 도움이 되었으면 좋겠네요 상황이 너무 안타까워요
안전 이혼(15세 개정판),흔한 클리셰에 성격도 특이할건 없어보이지만 여주가 배우라서 재밌을 거 같아요
안전 이혼(15세 개정판),재밌을거 같아요 기대되네요
안전 이혼(15세 개정판),여주가 얼른 행복해지면 좋겟네요
안전 이혼(15세 개정판),                                                                                                                                                                                                                                                                  
안전 이혼(15세 개정판),잘볼게요 건필하세요
안전 이혼(15세 개정판),키워드 취저라 시작해 봅니다 재밌게 잘 보겠습니다
안전 이혼(15세 개정판),재미있게 보고있어요
안전 이혼(15세 개정판),신파 좋아하는데 재미있어요 남주도 멋지고 
그대 없이는,재밌게 잘 읽었어요  
그대 없이는,금방 끝나버린듯해요
그대 없이는,배경과 인간관계가 넘 복잡하지 않고 감동 훈훈 간만에 띵작입니다    
그대 없이는,막힘잆이 쭉 읽었어요 
그대 없이는,큰 고구마없이 무난해요
그대 없이는,재밌게 봤어요  수위도 나름 괜찮았고 주인공들이 현명해서 스트레스 안 받고 좋았어요
그대 없이는,매운맛 기대 했는데 순한맛    악역이 더 미쳐 날뛰었으면
그대 없이는,굉장히 흥미롭네요    찌통이나 위기 옶는건 좀 아십
그대 없이는,이벤트로 시작했다 너무 재미나서 하루만에 다 몰아보았네요  내용 전개도 빠르고 고구마 없어서 재미있게 잘 봤습니다 
그대 없이는,스토리가 빨리빨리 전개되서 지루할틈이 없었어요  재밌게 잘 봤습니다
그대 없이는,외전을 더 재밌게 봤어요   훤이랑 빛이랑 이름도 뭔가 어울리고 속궁합도 찰떡이라니 흡족하네요 
그대 없이는,스토리가 잼 있어요 완결작이라 맘놓고 정주행합니다  
그대 없이는,미리보기 보고 관심을 가졌고 좋아하는 소재이고 재미있게 읽고 있어요  
그대 없이는,계속 읽게 되어요  
그대 없이는,스물스물 파고드는 스토리 재밌어요
그대 없이는,별점은  인데 나는 왜 끝까지 결제해서 다 본 걸까요   사빛은 다 꿰뚫고 있고  이훤도 다가올 위기를 다 준비하고 있고  뭐 이리 완벽해  완벽하니 위기도 없고  흥미진진한 것도 없고  꾸금장면도 기대보다 적고  그렇네요 
그대 없이는,기대없이 보다가 무심코 다 결제 이야기 진행도 빠르고 재미있어요  단지 할아버지는 이해불가
그대 없이는,책소개에 아기가지자는 이야기가 나왔으면서   금이라니 쪼금 속상하네요   여주 이름이 특이하고 너무 예뻐요 사빛이라니 강렬하게 뇌리에 박히는 이름이라 좋아요 예지몽을 소재로 한 내용이라 판타지적인 요소도 많아서 빠르게 보게 되네요 재밌어요
그대 없이는,와 분위기 너무 좋아요 로봇공학자 남주와 강단 있는 여주 조합이 훌륭하네요  
그대 없이는,판타지르러운 분위기 너무좋아요 흡입력 도랏습니다
그대 없이는,전에 에이비작가님이  몽중연  열심히 달렸었는데   이런류의 소설이 또 나왔음 했었거든요  그대없이는은 아직 초반 달리는 중인데 전 왠지 같은 느낌이 느껴져서 좋아요 
그대 없이는,너무좋네요    남주도 능력자이지만 점잖고 다른남주캐릭보다 좋았던것 같네요 
그대 없이는,아는 맛이 맛있어서 재밌어요
그대 없이는,조금 더 읽어봐야겠어요 
그대 없이는,클리셰 너무 좋아요
그대 없이는,무속에 회귀에 아직 잘 모르겠어요 조금 더 읽어봐야 알것같아요
그대 없이는,계속 결재하네요   완결이라 다행이네요 
그대 없이는,진짜 넘 재밌어요  
그대 없이는,여주 이름이 사빛이라는 특이한 점때문에 더 기억에 남았던 거같아요   현대물이지만 조금은 독특한 남주의 말투와 그런 여주의 모습이 인상깊었어요
그대 없이는,현대판타지 로맨스는 처음 보는듯해요 여주가 너무 성격이 좋아요 다정남도 그렇고 재미있네요
그대 없이는,현대물인데 무속신앙적인 배경들과 주인공들이 꾸는 예지몽때문에 판타지스러운 느낌도 있어요  그치만 남주 이훤은 공학자라는    완결까지 회차가 짧아서 아쉽기도하고 그만큼 스토리 진행도 빨라서 넘 술술 잘 읽혀요  여주 사빛이 처한 상황들이 엄청나게 우울하지만 씩씩하게 나아가는 강단이 있어서 더 예뻐보여요   
그대 없이는,흥미진진해요   필력도 대박
그대 없이는,키워드 취저     
그대 없이는,나름 달달하고 알고있는 맛이라 그런지 더 재밌었어요
그대 없이는,클리셰라면 클리셰지만 클리셰라서 또 재밌는      독특하고 흥미로운 요소도 있어서 지루하지않고 재밌어요  어떻게 전개될지 궁금하고 재밌어요  주인공들 이름부터 예쁘고 독특해요  오컬트  예지몽 소재가 있어서 흥미진진합니다  재밌게 보고있어요 
그대 없이는,진짜 드라마를 보는것처럼 읽게되요  글을 읽는데 장면들이 머릿속에서 디테일하게 그려지는 느낌이나서 더 그런것 같아요  지루하지 않은 전개이고 마냥 뻔하지 않아서 계속 읽게돼요
그대 없이는,현대물에 회귀물이라 설정이 독특하네요 여주 성격도 좋고 남주 다정해서 둘이 서사가 재미있어요
그대 없이는,클리셰적 소재가 있는데 이런거 좋아하시면 잘 맞으실거같아요 저도 클리셰만 찾아다녀서    재밌습니다
그대 없이는,선결혼후연애물 넘 좋아해서 달렸는데 사빛이랑 이훤이 집에 각각 빌런들이 있네요  그래서 얘네가 계약결혼을 할 수 있었지만  권선징악에 복수 키워드 있으니 둘이 차차 해결을 해나가겠죠  몸정에서 서로에게 점차 끌리고 가까워지는 과정과 서사보는 재미가 꿀맛입니당  회귀인듯 아닌듯한 예지몽같은게 아리까리해서 극에 더 재미를 더해주고   금안에서 할수 있는 섹텐의 최대치를 보여주시는듯  재밌어요  남주여주 둘다 캐디가 매력넘치고 역시 로설은 남주가 재벌이여야 제맛  이훤아 화이팅이다 
그대 없이는,재밌게 잘 읽었습니다 
그대 없이는,여자 주인공 이름이 독특하고 예뻐요  로설에서 처음 보는 이름이에요  사빛  계약결혼으로 인해 엮이게 되어 사랑에 빠지는 흔한 스토리인데 글 흐름이 좋아서 재미있네요  이십대 후반이랑 초반이라서 나이차 키워드도 들어가 있으면 좋을것 같아요 
그대 없이는,오오  생각보다 더 재밌었어요 
그대 없이는,여주가 민폐캐릭이 아니여서 좋아요 회귀후 남주랑 엮이는 스토리가 재미있네요
그대 없이는,할머니를 왜 자식이 돌보지 않고 조카를 팔아 돌보게 하는 건지 모르겠어요 
그대 없이는,작품의 전체적인 분위기로는 클리셰적인 느낌이 나지만 현대물인데도 무속신앙  전생  예지몽 같은 소재와 스토리가 독특하고 주인공들의 케미도 잘 어우러져서 지루함없이 재밌게 보고 있어요  사빛이에겐 고모  이훤에겐 작은 엄마와 같은 빌런들 때문에 둘의 인연이 순탄치 않겠지만 오래전부터 천생연분이었던 둘이 함께 극복하면서 알콩달콩 달달한 모습도 기대됩니다    
그대 없이는,좋아하는 소재라 술술 읽고 있는데 아직 초반이라 앞으로 풀어가야될 내용들이 기대되네요  후반까지 재밌게 쭉 이어졌으면 좋겠어요 
그대 없이는,후회남키워드가 앖고 다정남인걸보니 남자때문은 아닌 갈등장치가 복수물인걸보니 사건이나 스토리가 있는것같아 기대가되요   완결물인것도 넘 좋쿠 선결혼 클리셰지만 소재가 한끗달라 재미있을듯요 
그대 없이는,독특하기두 하구 이런 현대물 좋아해서 전 재밌게봤어용
네가 없는 내일 (15세 개정판),담백하고 섬세한 감정표현이 계속 읽고 싶게 해요
네가 없는 내일 (15세 개정판),정석 클리셰라 오히려 재밌어요
네가 없는 내일 (15세 개정판),가독성이 좋아서 재밌어요
네가 없는 내일 (15세 개정판), 년전에는 그토록 매달리고 사랑한다해도 남주가 눈길 한번 안 줬다고 말하는 여주가 가여워서 읽으면서 눈물이 핑 돌았어요 회 좋아한다는 여주의 취향을 이제와서 알게 된 스스로에게 화를 내는 남주가 귀엽다가도 여주 상처준거 생각하면 등짝 스매싱 날리고 싶어져요 여주를 잃고서야 자신의 감정을 알게 된 남주가 그저 곁에만 있게 해달라는 애원이 그동안의 여주가 했던 마음고생에 위로가 된 것 같아서 다행이네요 청혼으로 끝났으니 외전 기대해요
네가 없는 내일 (15세 개정판),좋아하는 키워드라 순식간에 읽었습니다 
네가 없는 내일 (15세 개정판),전개가 빨라서 지루하지 않고 좋았어요  
네가 없는 내일 (15세 개정판),키워드가 취향이라 잘 봤습니다 
네가 없는 내일 (15세 개정판),클리셰지만 아는맛이라 재미있어요
네가 없는 내일 (15세 개정판),감정선이 좋고 전개도 재미있어요
네가 없는 내일 (15세 개정판),설정이 재밌고 캐릭터들이 매력있어요
네가 없는 내일 (15세 개정판),설정이 무난하고 남주매력에 푹빠져서 읽었어요
네가 없는 내일 (15세 개정판),키워드가 취향이라 재미있게 읽었어요
네가 없는 내일 (15세 개정판),잔잔하면서 눈물나네요
네가 없는 내일 (15세 개정판),관계가 어떻게 변화해갈지 궁금해져요
네가 없는 내일 (15세 개정판),응원합니다 잘볼게요
네가 없는 내일 (15세 개정판),남주 굴러라 굴러 역시 잼나네요 구경은
